"control_S0_L001_quant","control_S64_L001_quant","control_S40_L001_quant","case_S110_L001_quant","case_S65_L001_quant","case_S52_L001_quant"
"ENSG00000248409.2",1,5,4,3,46,18
"ENSG00000248415.1",0,1,0,0,2,0
"ENSG00000248416.1",0,0,0,0,0,0
"ENSG00000248417.1",0,0,0,0,0,0
"ENSG00000248418.2",0,0,0,0,0,0
"ENSG00000248419.2",0,0,0,0,0,0
"ENSG00000248420.1",0,0,0,0,0,0
"ENSG00000248422.1",0,0,0,0,0,0
"ENSG00000248423.1",0,0,0,0,0,0
"ENSG00000248424.1",0,0,0,0,0,0
"ENSG00000248425.1",0,0,0,0,0,0
"ENSG00000248426.1",0,0,0,0,0,0
"ENSG00000248428.1",0,0,0,0,0,0
"ENSG00000248429.5",0,1,0,0,0,0
"ENSG00000248430.1",0,0,0,0,0,0
"ENSG00000248431.2",0,2,0,2,0,3
"ENSG00000248434.1",0,2,0,0,1,1
"ENSG00000248439.2",0,0,0,0,0,0
"ENSG00000248440.1",0,0,0,0,0,0
"ENSG00000248441.8",0,0,0,1,0,1
"ENSG00000248442.2",0,0,0,0,0,0
"ENSG00000248443.1",0,0,0,0,0,1
"ENSG00000248444.1",0,1,0,0,0,0
"ENSG00000248445.5",1,0,3,4,3,3
"ENSG00000248447.2",0,0,0,0,0,0
"ENSG00000248448.2",2,3,5,17,21,17
"ENSG00000248449.2",3,1,1,0,2,2
"ENSG00000248452.2",0,0,0,0,0,0
"ENSG00000248455.7",0,0,0,0,0,0
"ENSG00000248456.1",1,0,0,0,0,0
"ENSG00000248457.1",0,0,0,0,0,0
"ENSG00000248458.2",16,6,6,6,27,10
"ENSG00000248459.1",0,0,0,0,0,0
"ENSG00000248461.3",0,0,0,0,0,0
"ENSG00000248462.1",0,0,0,0,0,0
"ENSG00000248464.1",0,0,0,0,0,0
"ENSG00000248466.1",0,0,0,0,0,0
"ENSG00000248468.2",4,5,0,0,0,3
"ENSG00000248469.1",0,0,0,0,0,0
"ENSG00000248471.2",0,0,0,0,0,0
"ENSG00000248472.8",2,2,4,3,2,0
"ENSG00000248473.2",26,2,15,8,16,26
"ENSG00000248474.1",0,1,0,0,0,0
"ENSG00000248475.5",0,0,0,0,0,0
"ENSG00000248476.1",3,5,0,6,13,5
"ENSG00000248477.6",9,7,4,4,14,14
"ENSG00000248479.1",0,0,0,0,0,0
"ENSG00000248480.1",0,0,0,0,0,0
"ENSG00000248482.1",0,0,0,0,0,0
"ENSG00000248483.7",3,6,13,0,5,2
"ENSG00000248484.1",0,0,0,0,0,0
"ENSG00000248485.2",0,0,0,0,0,0
"ENSG00000248487.10",117,115,104,265,195,142
"ENSG00000248488.2",0,0,0,0,0,0
"ENSG00000248489.3",48,42,72,15,61,102
"ENSG00000248490.2",0,0,0,0,0,0
"ENSG00000248491.6",0,0,0,0,0,0
"ENSG00000248492.1",0,0,0,0,0,0
"ENSG00000248493.1",0,0,0,1,2,0
"ENSG00000248494.1",0,1,0,0,2,1
"ENSG00000248498.4",0,0,0,0,0,0
"ENSG00000248503.3",4,8,5,2,14,9
"ENSG00000248505.2",0,0,0,0,0,0
"ENSG00000248506.1",0,0,0,0,0,0
"ENSG00000248507.1",0,0,0,0,0,0
"ENSG00000248508.9",19,36,56,39,42,90
"ENSG00000248510.2",12,18,23,16,18,25
"ENSG00000248511.1",0,0,0,0,0,0
"ENSG00000248514.1",20,8,20,9,6,23
"ENSG00000248515.2",0,0,0,0,2,2
"ENSG00000248516.1",0,0,0,0,0,0
"ENSG00000248517.1",0,0,0,0,0,0
"ENSG00000248518.1",0,0,0,0,0,0
"ENSG00000248521.1",0,2,2,0,0,0
"ENSG00000248522.1",1,0,1,3,1,3
"ENSG00000248525.2",0,0,0,0,0,0
"ENSG00000248527.1",21680,20867,35821,19329,46997,29421
"ENSG00000248528.1",0,0,0,0,0,0
"ENSG00000248529.5",0,0,0,0,0,0
"ENSG00000248530.1",0,0,0,0,0,0
"ENSG00000248531.3",0,0,0,0,0,0
"ENSG00000248532.2",0,0,0,0,0,0
"ENSG00000248533.1",0,0,0,0,0,0
"ENSG00000248537.1",0,0,0,0,0,0
"ENSG00000248538.9",6,12,18,20,24,25
"ENSG00000248539.1",0,0,0,0,0,0
"ENSG00000248540.3",0,0,3,0,4,0
"ENSG00000248542.2",0,0,0,0,0,0
"ENSG00000248543.2",0,0,0,0,0,0
"ENSG00000248544.2",0,2,2,0,1,0
"ENSG00000248545.3",0,2,0,0,1,0
"ENSG00000248546.3",0,0,0,0,0,0
"ENSG00000248547.2",0,0,0,0,0,0
"ENSG00000248548.1",0,0,0,0,0,0
"ENSG00000248550.4",0,0,0,0,0,1
"ENSG00000248551.1",0,0,0,0,0,0
"ENSG00000248552.1",0,0,0,0,0,0
"ENSG00000248553.1",0,0,0,0,0,0
"ENSG00000248554.1",3,2,0,5,7,5
"ENSG00000248555.7",0,0,0,0,0,0
"ENSG00000248557.1",0,0,3,0,0,0
"ENSG00000248559.1",0,0,2,0,2,1
"ENSG00000248560.1",0,0,0,0,0,0
"ENSG00000248564.1",0,0,0,0,0,0
"ENSG00000248565.2",0,0,0,0,0,0
"ENSG00000248567.1",0,0,0,0,0,0
"ENSG00000248568.1",0,0,0,0,0,1
"ENSG00000248569.1",0,0,0,0,0,0
"ENSG00000248571.1",0,0,0,0,0,0
"ENSG00000248572.6",0,0,0,0,0,0
"ENSG00000248573.1",0,0,0,0,0,0
"ENSG00000248574.1",0,0,0,0,0,0
"ENSG00000248576.1",0,0,0,0,0,2
"ENSG00000248577.1",0,0,0,0,0,0
"ENSG00000248578.1",0,0,0,0,0,0
"ENSG00000248583.1",0,1,1,1,2,13
"ENSG00000248585.2",0,0,0,0,0,1
"ENSG00000248586.2",0,0,0,0,0,0
"ENSG00000248587.8",1,0,0,1,5,0
"ENSG00000248588.2",68,53,47,93,96,57
"ENSG00000248590.2",0,0,0,0,0,0
"ENSG00000248591.1",0,0,0,0,0,0
"ENSG00000248592.7",64,46,42,53,107,28
"ENSG00000248593.3",33,21,42,19,38,10
"ENSG00000248596.8",2,0,0,2,0,0
"ENSG00000248597.2",0,0,0,0,0,0
"ENSG00000248599.2",0,0,0,0,0,0
"ENSG00000248600.2",0,0,0,0,0,0
"ENSG00000248601.1",0,0,0,0,0,0
"ENSG00000248605.5",0,0,2,0,3,2
"ENSG00000248607.1",0,0,0,0,0,0
"ENSG00000248608.2",0,0,0,0,0,0
"ENSG00000248610.1",0,0,0,0,0,0
"ENSG00000248611.1",0,0,0,0,0,0
"ENSG00000248613.1",0,0,0,0,0,0
"ENSG00000248616.1",4,0,0,1,2,2
"ENSG00000248618.1",0,0,0,0,0,0
"ENSG00000248621.2",0,0,0,0,0,0
"ENSG00000248624.1",0,0,0,0,0,0
"ENSG00000248625.1",0,0,0,0,0,0
"ENSG00000248626.1",0,0,0,0,0,0
"ENSG00000248627.1",0,0,0,0,0,0
"ENSG00000248629.1",0,0,0,0,0,0
"ENSG00000248633.1",0,0,0,0,0,0
"ENSG00000248634.1",0,0,0,0,0,1
"ENSG00000248635.1",3,1,3,0,0,3
"ENSG00000248636.7",2,0,0,0,1,0
"ENSG00000248637.1",0,0,0,0,0,0
"ENSG00000248639.2",0,0,0,0,0,0
"ENSG00000248640.1",10,0,1,10,9,5
"ENSG00000248641.1",0,0,1,0,0,0
"ENSG00000248642.1",0,0,0,0,0,0
"ENSG00000248643.5",30,21,9,28,33,13
"ENSG00000248645.1",0,0,0,0,0,0
"ENSG00000248646.1",0,0,0,0,0,0
"ENSG00000248647.2",0,0,0,0,0,0
"ENSG00000248648.1",1,0,0,0,2,0
"ENSG00000248651.1",0,0,0,0,0,0
"ENSG00000248652.2",0,0,0,0,0,0
"ENSG00000248654.1",0,0,0,0,0,0
"ENSG00000248656.3",0,0,0,0,0,0
"ENSG00000248659.1",0,0,0,0,0,0
"ENSG00000248660.1",0,0,0,0,0,0
"ENSG00000248663.7",23,22,7,24,16,36
"ENSG00000248664.2",1,0,1,1,0,0
"ENSG00000248667.1",0,0,0,0,0,0
"ENSG00000248668.3",5,2,1,2,9,14
"ENSG00000248669.1",0,0,0,0,0,0
"ENSG00000248671.8",15,21,5,12,20,20
"ENSG00000248672.5",6,0,0,0,0,0
"ENSG00000248673.2",0,2,0,0,0,0
"ENSG00000248674.1",0,0,0,0,0,0
"ENSG00000248676.1",0,0,0,0,0,0
"ENSG00000248677.2",0,0,0,0,0,0
"ENSG00000248682.1",0,0,0,0,0,0
"ENSG00000248684.1",0,0,0,0,0,0
"ENSG00000248685.6",2,0,1,1,0,9
"ENSG00000248687.2",0,0,0,0,0,0
"ENSG00000248690.8",17,64,92,131,28,47
"ENSG00000248692.5",0,0,0,0,0,0
"ENSG00000248693.1",0,0,0,0,0,0
"ENSG00000248694.1",1,1,2,0,0,0
"ENSG00000248696.1",2,0,0,0,0,0
"ENSG00000248697.1",0,0,0,0,0,0
"ENSG00000248698.6",0,0,0,0,0,0
"ENSG00000248699.1",0,0,0,0,0,0
"ENSG00000248701.1",0,0,0,0,0,0
"ENSG00000248702.1",0,0,0,0,0,0
"ENSG00000248703.2",0,0,0,0,0,0
"ENSG00000248704.1",0,0,0,0,0,0
"ENSG00000248705.1",0,0,0,0,0,0
"ENSG00000248708.2",0,0,0,0,0,0
"ENSG00000248709.3",0,0,0,0,0,0
"ENSG00000248710.1",4,0,0,0,0,3
"ENSG00000248711.1",0,0,0,0,0,0
"ENSG00000248712.8",7,2,7,0,10,3
"ENSG00000248713.2",0,0,0,0,0,2
"ENSG00000248714.7",0,1,0,0,5,2
"ENSG00000248715.2",0,0,0,0,0,0
"ENSG00000248716.2",0,0,0,0,0,0
"ENSG00000248717.1",0,0,0,0,0,0
"ENSG00000248719.2",1,1,0,0,1,2
"ENSG00000248720.1",0,0,0,0,0,0
"ENSG00000248722.1",0,0,0,0,0,0
"ENSG00000248724.6",2,0,0,2,0,6
"ENSG00000248725.3",1,0,0,0,2,0
"ENSG00000248727.6",3,0,1,3,5,4
"ENSG00000248729.1",0,0,0,0,0,0
"ENSG00000248730.1",0,0,0,0,0,0
"ENSG00000248733.1",0,0,0,0,0,0
"ENSG00000248734.2",11,9,7,4,6,7
"ENSG00000248735.2",0,0,0,0,0,1
"ENSG00000248736.3",5,9,6,9,11,12
"ENSG00000248738.6",0,0,0,3,0,0
"ENSG00000248739.1",0,0,0,0,0,0
"ENSG00000248740.7",56,24,32,26,11,19
"ENSG00000248744.1",0,0,0,0,0,0
"ENSG00000248745.2",0,0,0,0,0,0
"ENSG00000248746.6",1,0,0,1,0,0
"ENSG00000248747.1",0,0,0,0,0,0
"ENSG00000248748.1",0,0,1,0,0,0
"ENSG00000248749.1",0,0,0,0,0,0
"ENSG00000248750.2",0,0,0,0,0,0
"ENSG00000248751.6",2,0,0,6,0,6
"ENSG00000248752.3",2,0,1,0,1,0
"ENSG00000248753.1",0,0,0,0,0,0
"ENSG00000248755.1",0,0,0,0,0,0
"ENSG00000248757.2",0,0,0,0,0,0
"ENSG00000248758.1",0,0,0,0,0,0
"ENSG00000248761.1",0,0,0,0,0,0
"ENSG00000248762.2",0,0,0,0,0,1
"ENSG00000248763.2",5,0,0,0,0,3
"ENSG00000248764.1",0,0,0,0,0,0
"ENSG00000248765.1",0,0,0,0,0,0
"ENSG00000248766.2",0,0,0,0,0,0
"ENSG00000248767.2",0,0,0,0,0,0
"ENSG00000248769.1",0,5,0,1,8,11
"ENSG00000248770.1",0,0,0,0,0,0
"ENSG00000248771.5",61,64,47,76,445,121
"ENSG00000248772.1",0,0,0,0,0,0
"ENSG00000248773.1",1,1,1,0,1,1
"ENSG00000248774.1",3,2,1,0,0,2
"ENSG00000248775.1",0,0,0,0,0,0
"ENSG00000248777.1",0,0,0,0,0,0
"ENSG00000248778.1",0,0,0,0,0,0
"ENSG00000248779.1",0,0,0,0,0,0
"ENSG00000248780.1",3,1,6,2,3,14
"ENSG00000248781.1",0,0,0,0,0,0
"ENSG00000248783.1",0,0,0,0,0,0
"ENSG00000248785.1",0,0,0,0,0,0
"ENSG00000248787.2",2,2,3,1,7,5
"ENSG00000248789.5",0,0,0,0,0,0
"ENSG00000248790.1",0,0,0,0,0,0
"ENSG00000248791.1",0,0,3,1,4,1
"ENSG00000248792.2",0,0,0,0,0,0
"ENSG00000248794.1",0,1,0,0,0,2
"ENSG00000248795.1",0,0,0,0,0,1
"ENSG00000248796.1",0,0,0,0,0,0
"ENSG00000248799.1",0,0,0,0,0,0
"ENSG00000248801.7",0,0,0,0,0,0
"ENSG00000248802.1",0,0,0,0,0,1
"ENSG00000248803.1",0,0,0,0,0,0
"ENSG00000248807.1",0,0,0,0,0,0
"ENSG00000248809.6",0,0,0,0,0,0
"ENSG00000248810.3",0,0,3,13,5,178
"ENSG00000248813.1",0,0,0,0,0,0
"ENSG00000248816.1",0,0,0,0,0,0
"ENSG00000248817.1",0,0,0,0,0,0
"ENSG00000248820.2",0,0,0,0,0,0
"ENSG00000248821.1",0,0,0,0,0,0
"ENSG00000248822.1",0,0,0,0,0,0
"ENSG00000248824.2",0,0,0,0,0,0
"ENSG00000248826.2",0,0,0,0,0,0
"ENSG00000248827.1",0,1,0,0,0,0
"ENSG00000248830.1",0,0,0,0,0,0
"ENSG00000248831.2",0,0,0,0,0,0
"ENSG00000248834.2",0,0,0,0,0,0
"ENSG00000248837.7",0,0,0,0,0,1
"ENSG00000248838.2",0,0,0,0,0,0
"ENSG00000248839.1",0,0,0,0,0,0
"ENSG00000248840.2",1,0,0,0,0,0
"ENSG00000248842.1",0,0,0,0,0,0
"ENSG00000248843.1",0,0,0,0,0,0
"ENSG00000248844.6",0,0,0,0,6,0
"ENSG00000248846.3",0,0,5,0,2,5
"ENSG00000248847.2",0,0,0,0,0,0
"ENSG00000248848.1",1,0,0,0,0,0
"ENSG00000248850.1",0,0,0,0,0,0
"ENSG00000248851.1",0,0,0,0,0,0
"ENSG00000248853.1",0,0,0,0,0,0
"ENSG00000248854.1",1,1,0,4,7,4
"ENSG00000248858.7",13,22,35,4,27,27
"ENSG00000248859.2",0,0,0,0,0,0
"ENSG00000248863.2",2,11,14,1,17,18
"ENSG00000248866.1",20,19,12,20,36,41
"ENSG00000248867.1",0,0,0,0,0,0
"ENSG00000248869.7",0,0,0,0,0,1
"ENSG00000248870.1",0,0,0,0,0,0
"ENSG00000248871.1",5,0,10,0,0,0
"ENSG00000248872.2",0,0,0,0,0,0
"ENSG00000248873.1",1,1,0,9,9,3
"ENSG00000248874.5",7,0,1,24,17,18
"ENSG00000248876.1",0,0,0,0,0,0
"ENSG00000248877.2",0,0,0,0,0,0
"ENSG00000248878.1",0,0,0,0,0,0
"ENSG00000248880.1",0,0,0,0,0,0
"ENSG00000248881.1",0,0,0,0,0,0
"ENSG00000248883.2",0,0,0,0,0,0
"ENSG00000248884.1",0,0,0,0,0,0
"ENSG00000248885.1",0,0,0,0,0,0
"ENSG00000248886.2",0,0,0,0,0,0
"ENSG00000248890.3",2,1,3,3,4,14
"ENSG00000248891.2",0,0,0,0,0,0
"ENSG00000248893.3",0,0,0,0,0,0
"ENSG00000248895.1",0,0,0,2,0,0
"ENSG00000248896.3",0,1,0,0,0,0
"ENSG00000248898.3",4,3,2,0,3,7
"ENSG00000248901.2",0,0,0,0,0,0
"ENSG00000248903.1",0,0,0,0,0,0
"ENSG00000248905.10",226,186,191,168,186,189
"ENSG00000248907.1",0,0,0,0,0,0
"ENSG00000248908.1",0,0,0,0,0,0
"ENSG00000248909.1",0,0,0,0,2,2
"ENSG00000248911.2",0,0,0,0,0,0
"ENSG00000248912.1",0,0,0,0,0,0
"ENSG00000248913.1",0,0,0,0,0,0
"ENSG00000248915.2",0,0,0,0,0,0
"ENSG00000248916.1",0,0,0,0,1,0
"ENSG00000248918.2",0,0,0,0,0,0
"ENSG00000248919.7",128,112,42,161,159,40
"ENSG00000248920.3",0,0,0,0,0,0
"ENSG00000248921.1",0,0,0,0,0,0
"ENSG00000248923.1",9,5,1,0,24,13
"ENSG00000248924.2",0,0,0,0,0,0
"ENSG00000248925.2",0,2,0,1,5,0
"ENSG00000248926.1",0,0,0,0,0,0
"ENSG00000248927.1",0,0,0,0,0,0
"ENSG00000248928.1",0,0,0,0,0,0
"ENSG00000248929.1",0,0,0,0,0,0
"ENSG00000248930.1",0,0,0,0,0,0
"ENSG00000248931.1",0,0,0,0,0,0
"ENSG00000248932.7",36,36,47,30,34,47
"ENSG00000248933.3",0,0,0,0,0,0
"ENSG00000248935.1",0,0,0,0,0,0
"ENSG00000248936.1",9,0,0,3,0,2
"ENSG00000248939.1",0,0,0,0,0,0
"ENSG00000248942.3",0,0,0,0,0,0
"ENSG00000248943.1",0,0,0,0,0,0
"ENSG00000248944.1",0,0,0,0,0,0
"ENSG00000248946.2",0,0,0,0,0,0
"ENSG00000248949.1",0,0,0,0,0,0
"ENSG00000248950.1",0,0,0,0,0,0
"ENSG00000248951.2",0,0,0,0,0,0
"ENSG00000248954.1",0,0,0,0,0,0
"ENSG00000248955.1",0,0,0,0,0,0
"ENSG00000248956.1",0,0,0,0,0,0
"ENSG00000248958.2",0,0,0,0,0,0
"ENSG00000248962.1",0,0,0,0,0,0
"ENSG00000248964.7",0,0,0,0,0,0
"ENSG00000248965.1",0,0,0,0,0,0
"ENSG00000248966.1",0,0,0,0,0,0
"ENSG00000248967.1",0,0,0,0,0,0
"ENSG00000248968.1",0,1,0,0,0,0
"ENSG00000248969.1",0,0,0,0,0,0
"ENSG00000248971.2",3,2,2,5,4,3
"ENSG00000248973.3",0,0,0,0,0,0
"ENSG00000248975.2",0,1,0,0,0,1
"ENSG00000248977.1",0,0,0,0,0,0
"ENSG00000248978.2",0,0,0,0,0,0
"ENSG00000248979.2",0,0,0,0,0,0
"ENSG00000248980.1",1,0,1,0,0,0
"ENSG00000248984.1",0,0,0,0,0,0
"ENSG00000248987.2",0,0,0,0,0,0
"ENSG00000248988.1",0,0,0,0,0,0
"ENSG00000248990.1",0,0,0,0,0,0
"ENSG00000248991.2",0,0,0,0,0,0
"ENSG00000248993.1",0,0,0,4,5,0
"ENSG00000248994.2",2,5,1,0,3,4
"ENSG00000248995.2",0,0,0,0,0,0
"ENSG00000248996.1",0,0,0,0,0,0
"ENSG00000248998.2",0,0,0,0,0,0
"ENSG00000249000.1",0,0,0,0,0,0
"ENSG00000249001.5",0,0,0,5,3,4
"ENSG00000249002.2",0,0,0,0,0,0
"ENSG00000249003.1",0,0,0,0,0,0
"ENSG00000249004.1",0,0,0,0,0,0
"ENSG00000249005.3",0,0,0,0,0,1
"ENSG00000249006.1",0,0,0,0,0,0
"ENSG00000249007.1",108,56,59,57,176,85
"ENSG00000249008.1",0,0,0,0,0,0
"ENSG00000249012.2",0,0,0,0,0,0
"ENSG00000249013.1",0,0,0,0,0,0
"ENSG00000249014.2",0,0,0,0,0,0
"ENSG00000249016.1",0,0,0,0,0,0
"ENSG00000249017.1",0,0,0,0,0,0
"ENSG00000249018.2",0,0,0,0,0,0
"ENSG00000249019.2",0,0,0,0,0,0
"ENSG00000249020.1",0,0,0,0,1,1
"ENSG00000249021.1",0,0,1,0,0,0
"ENSG00000249022.2",0,0,0,0,0,2
"ENSG00000249023.1",0,0,0,0,0,0
"ENSG00000249025.1",0,0,0,0,0,0
"ENSG00000249026.2",0,0,0,0,1,3
"ENSG00000249028.2",0,0,0,2,2,0
"ENSG00000249031.1",0,0,0,0,0,0
"ENSG00000249035.7",2,3,2,0,1,3
"ENSG00000249036.1",0,0,0,0,0,0
"ENSG00000249038.2",0,0,0,0,0,0
"ENSG00000249041.1",0,0,0,0,0,0
"ENSG00000249042.6",151,216,287,132,258,498
"ENSG00000249045.1",0,0,0,0,0,0
"ENSG00000249047.2",0,0,0,0,0,1
"ENSG00000249048.2",0,0,0,0,0,0
"ENSG00000249049.1",0,0,0,0,0,1
"ENSG00000249050.1",0,0,0,0,0,0
"ENSG00000249051.2",0,0,0,0,0,0
"ENSG00000249052.1",0,0,0,0,0,0
"ENSG00000249053.1",0,0,0,0,0,0
"ENSG00000249054.2",0,0,0,0,0,0
"ENSG00000249055.1",2,2,2,3,2,3
"ENSG00000249056.1",0,0,0,0,0,0
"ENSG00000249057.1",0,0,0,0,0,0
"ENSG00000249061.1",0,0,0,0,0,0
"ENSG00000249064.1",0,0,0,0,0,0
"ENSG00000249065.2",0,0,0,0,0,0
"ENSG00000249066.2",0,0,0,0,0,0
"ENSG00000249068.1",0,0,0,0,0,0
"ENSG00000249069.8",0,0,0,0,0,0
"ENSG00000249071.2",0,0,0,0,1,0
"ENSG00000249072.1",0,1,0,0,0,0
"ENSG00000249073.1",0,0,0,0,0,0
"ENSG00000249074.1",0,0,0,0,0,0
"ENSG00000249077.1",0,0,0,0,0,0
"ENSG00000249079.1",0,0,0,0,0,0
"ENSG00000249081.1",0,0,0,0,0,0
"ENSG00000249082.2",0,0,0,0,0,0
"ENSG00000249084.1",0,0,0,0,2,0
"ENSG00000249085.1",0,0,0,0,0,0
"ENSG00000249086.1",0,0,0,0,0,0
"ENSG00000249087.8",18,24,29,16,24,35
"ENSG00000249089.1",0,0,0,0,0,0
"ENSG00000249091.1",0,0,0,0,0,0
"ENSG00000249092.1",0,0,0,3,1,0
"ENSG00000249094.2",0,0,0,0,0,0
"ENSG00000249096.7",2,6,0,1,14,6
"ENSG00000249098.1",0,0,0,0,0,0
"ENSG00000249099.1",0,0,0,0,0,0
"ENSG00000249100.1",0,0,0,0,0,0
"ENSG00000249101.1",0,0,0,0,0,0
"ENSG00000249102.3",5,9,3,2,13,9
"ENSG00000249104.3",0,0,0,0,0,0
"ENSG00000249105.2",0,0,0,0,0,0
"ENSG00000249106.1",0,0,0,0,0,0
"ENSG00000249109.1",0,0,0,0,0,0
"ENSG00000249111.1",0,0,0,0,0,0
"ENSG00000249112.1",0,0,0,0,0,0
"ENSG00000249114.1",0,0,0,0,0,0
"ENSG00000249115.9",201,206,157,313,380,216
"ENSG00000249116.2",0,0,0,0,0,0
"ENSG00000249119.1",1,2,4,1,5,5
"ENSG00000249122.1",0,0,0,0,0,0
"ENSG00000249125.2",0,0,0,0,0,1
"ENSG00000249127.1",0,0,0,0,0,0
"ENSG00000249128.1",0,0,0,0,0,0
"ENSG00000249129.1",0,0,0,0,0,0
"ENSG00000249131.2",0,0,0,0,0,0
"ENSG00000249135.1",0,0,0,0,0,0
"ENSG00000249138.1",6,0,5,2,1,2
"ENSG00000249139.2",0,0,0,0,0,0
"ENSG00000249140.1",3,0,0,0,0,1
"ENSG00000249141.1",0,0,5,0,7,0
"ENSG00000249142.1",0,0,0,0,0,0
"ENSG00000249145.4",2,3,2,1,9,6
"ENSG00000249148.2",0,0,0,0,0,0
"ENSG00000249149.2",0,0,0,0,0,0
"ENSG00000249150.2",0,0,0,0,1,0
"ENSG00000249152.1",0,0,0,0,0,0
"ENSG00000249153.1",0,0,0,0,0,2
"ENSG00000249156.2",0,0,0,0,0,0
"ENSG00000249157.1",0,0,0,0,0,0
"ENSG00000249158.7",10,0,10,1,0,5
"ENSG00000249159.6",0,0,1,0,1,1
"ENSG00000249160.4",0,0,0,0,0,0
"ENSG00000249162.1",0,0,0,0,0,0
"ENSG00000249163.3",0,0,0,0,0,0
"ENSG00000249166.1",0,0,0,0,0,0
"ENSG00000249167.2",0,1,0,2,0,6
"ENSG00000249169.1",0,0,0,0,0,0
"ENSG00000249170.1",0,0,0,0,0,0
"ENSG00000249171.1",0,0,0,0,0,0
"ENSG00000249173.7",0,0,0,0,0,0
"ENSG00000249174.1",0,0,0,0,0,1
"ENSG00000249175.1",0,0,0,0,0,0
"ENSG00000249176.1",0,0,0,3,0,0
"ENSG00000249177.1",0,0,0,0,0,0
"ENSG00000249180.1",0,0,0,0,0,0
"ENSG00000249183.1",0,0,0,0,0,0
"ENSG00000249184.2",0,0,0,0,0,2
"ENSG00000249186.2",0,0,0,0,0,0
"ENSG00000249188.1",0,0,0,0,2,0
"ENSG00000249189.1",0,0,0,0,0,0
"ENSG00000249191.1",0,0,0,0,0,0
"ENSG00000249192.1",0,1,0,0,0,0
"ENSG00000249193.1",0,1,0,3,2,1
"ENSG00000249196.6",0,0,0,0,1,1
"ENSG00000249197.1",0,0,0,0,0,0
"ENSG00000249198.1",0,0,0,0,0,0
"ENSG00000249199.2",0,0,0,0,0,0
"ENSG00000249200.1",0,0,0,0,0,0
"ENSG00000249201.2",0,0,0,0,0,1
"ENSG00000249203.2",0,0,0,0,0,0
"ENSG00000249206.2",0,0,0,0,0,0
"ENSG00000249207.2",2,1,2,0,0,1
"ENSG00000249209.2",0,7,0,2,3,4
"ENSG00000249210.1",31,13,12,27,23,24
"ENSG00000249212.1",2,0,0,0,0,0
"ENSG00000249213.1",0,0,0,0,0,0
"ENSG00000249215.1",0,0,0,0,0,0
"ENSG00000249216.1",0,0,0,0,0,0
"ENSG00000249219.1",0,0,0,0,0,0
"ENSG00000249222.1",0,1,1,0,3,0
"ENSG00000249225.1",0,0,0,0,0,0
"ENSG00000249226.1",0,0,0,0,0,0
"ENSG00000249228.1",0,0,2,2,2,1
"ENSG00000249229.2",0,0,0,0,0,0
"ENSG00000249230.1",5,0,0,2,4,7
"ENSG00000249231.8",0,0,0,0,0,0
"ENSG00000249234.1",0,0,0,0,1,0
"ENSG00000249235.1",0,0,0,0,0,0
"ENSG00000249236.2",0,0,0,0,0,0
"ENSG00000249237.5",1,1,1,0,1,4
"ENSG00000249238.1",0,0,0,0,0,0
"ENSG00000249239.2",0,0,0,0,0,0
"ENSG00000249240.2",0,2,0,0,0,0
"ENSG00000249241.1",0,0,0,0,0,0
"ENSG00000249242.8",6,4,12,22,13,27
"ENSG00000249244.1",5,4,4,1,1,5
"ENSG00000249245.2",0,0,0,0,0,0
"ENSG00000249247.1",0,0,0,0,0,0
"ENSG00000249249.2",4,7,4,4,3,5
"ENSG00000249252.5",0,0,0,0,0,0
"ENSG00000249253.1",1,0,0,2,2,3
"ENSG00000249255.1",0,0,0,0,0,0
"ENSG00000249256.2",0,0,0,0,0,0
"ENSG00000249257.1",0,0,0,0,0,0
"ENSG00000249258.2",0,0,0,0,0,0
"ENSG00000249259.3",0,0,0,0,0,0
"ENSG00000249261.1",0,0,0,0,0,0
"ENSG00000249262.2",0,0,0,0,0,0
"ENSG00000249263.2",0,0,0,0,0,0
"ENSG00000249264.1",25,17,18,18,16,12
"ENSG00000249266.1",0,0,0,0,0,0
"ENSG00000249267.7",0,1,0,0,5,7
"ENSG00000249269.2",0,0,0,0,0,0
"ENSG00000249270.1",0,0,0,0,0,0
"ENSG00000249271.2",0,0,0,0,0,0
"ENSG00000249272.1",0,0,0,0,0,0
"ENSG00000249274.1",0,0,0,0,0,0
"ENSG00000249275.1",0,0,0,1,5,3
"ENSG00000249276.1",0,0,0,0,0,0
"ENSG00000249277.1",0,0,0,0,0,0
"ENSG00000249278.1",0,0,0,0,0,0
"ENSG00000249279.6",0,0,1,1,1,0
"ENSG00000249282.1",0,0,0,0,0,0
"ENSG00000249283.3",0,0,0,0,0,0
"ENSG00000249284.1",0,0,0,0,0,0
"ENSG00000249285.1",0,0,0,0,0,0
"ENSG00000249286.1",0,0,2,1,2,1
"ENSG00000249287.1",0,0,0,0,0,0
"ENSG00000249288.1",0,0,0,1,0,0
"ENSG00000249289.1",0,0,0,0,0,0
"ENSG00000249290.5",0,0,0,0,0,0
"ENSG00000249293.1",0,0,0,0,0,0
"ENSG00000249295.1",0,0,0,0,0,0
"ENSG00000249297.2",0,0,0,0,0,0
"ENSG00000249301.1",0,0,0,0,0,0
"ENSG00000249302.2",0,0,0,0,0,2
"ENSG00000249304.1",1,0,0,0,0,0
"ENSG00000249305.1",0,0,0,0,0,0
"ENSG00000249306.7",0,0,1,1,1,0
